ConceptScheme URI,http://vocab.fairdatacollective.org/zonmw/project-content/
PREFIX,zonmw,http://vocab.fairdatacollective.org/zonmw/project-content/
PREFIX,pav,http://purl.org/pav/
PREFIX,dct,http://purl.org/dc/terms/
PREFIX,owl,http://www.w3.org/2002/07/owl#
PREFIX,xsd,http://www.w3.org/2001/XMLSchema#
skos:prefLabel,ZonMW Project Content Vocabulary
dct:title,ZonMW Project Content Vocabulary
dct:description,Controlled vocabulary of terms used in ZonMV COVID project content metadata template
dct:creator,https://orcid.org/0000-0003-2195-3997
dct:contributor,https://orcid.org/0000-0002-9381-9693 
pav:version,0.1.0
pav:createdOn,2021-02-08T15:00:00+00:00
pav:lastUpdatedOn,2021-02-08T15:00:00+00:00







Identifier,skos:prefLabel@en,"skos:altLabel(separator="","")",skos:definition@en,"skos:broader(separator="","")","skos:closeMatch(separator="","")","skos:exactMatch(separator="","")","skos:broadMatch(separator="","")","skos:narrowMatch(separator="","")","skos:relatedMatch(separator="","")",owl:deprecated^^xsd:boolean,dct:isReplacedBy,skos:editorialNote@en,"dct:creator(separator="","")","dct:contributor(separator="","")"
zonmw:Deprecated,Deprecated,,This is a set of controlled terms which are deprecated.,,, 
